업체명,업종,평점,방문자리뷰,블로그리뷰,주소,영업시간,전화번호,필터,URL,위도,경도
한뿌리죽 이촌본점,죽,4.43,438,176,"서울 용산구 이촌로 245 2층 (이촌동, 로얄상가)",영업 중,0507-1408-0103,혼밥,https://tinyurl.com/22jlkl7q,37.5200186,126.9741837
이촌사누끼,돈가스,,83,15,서울 용산구 이촌로 319 . 114호 이촌사누끼,오늘 휴무,0507-1366-2759,혼밥,https://tinyurl.com/2cposl8u,37.5179629,126.982327
취원,중식당,4.38,224,8,서울 용산구 이촌로 264 삼익상가 지하11호,영업 중,02-797-7642,혼밥,https://tinyurl.com/2ylqycqt,37.5189428,126.9763444
방배김밥 동부이촌점,분식,,407,15,서울 용산구 이촌로 290,영업 중,0507-1325-4447,혼밥,https://tinyurl.com/26qz89kt,37.5181534,126.9790438
코레일 롯데리아 용산역사ST,햄버거,4.28,"5,453",17,서울 용산구 한강대로23길 55,영업 중,02-749-1258,혼밥,https://tinyurl.com/22b2mko3,37.5297718,126.9647415
규동집,일식당,,"3,115",464,서울 동작구 만양로14가길 1 1층,영업 중,02-6953-7336,혼밥,https://tinyurl.com/25smmy6w,37.5275436,126.9548515
싸다김밥 마포역점,분식,4.3,"3,690",61,서울 마포구 마포대로 53 1층 싸다김밥 마포역점,곧 영업 시작,02-714-4343,혼밥,https://tinyurl.com/27d9xe36,37.5412492,126.9472991
샤브로21 노량진,샤브샤브,,"3,064",473,서울 동작구 만양로18길 21 1층,영업 중,0507-1386-7718,혼밥,https://tinyurl.com/234lqcd5,37.5130811,126.9455815
핏제리아오 동부이촌점,피자,4.71,416,98,서울 용산구 이촌로64길 61 장미맨션 1층 핏제리아오 상가5호,곧 영업 시작,0507-1370-3848,"회식, 가족모임",https://tinyurl.com/22uqep6d,37.5202742,126.9676581
의리포차,요리주점,,61,15,서울 용산구 이촌로75길 22 지하1층,곧 영업 시작,0507-1414-1916,회식,https://tinyurl.com/24orxso9,37.5208397,126.9745842
마산아구찜,"아귀찜,해물찜",4.2,246,25,서울 용산구 이촌로58길 12,영업 중,02-795-8465,회식,https://tinyurl.com/26kz6cj3,37.520683,126.9684
카페멜랑,브런치,,470,204,서울 용산구 이촌로 248 21동 103호,오늘 휴무,0507-1443-6141,회식,https://tinyurl.com/258vttom,37.5198013,126.9738261
청해진,생선회,4.55,"1,373",273,서울 동작구 노들로 674 노량진수산시장 신관 2층 20호 청해진,영업 중,0507-1322-7964,회식,https://tinyurl.com/237lrauz,37.5150735,126.9389889
호멜맥주,"맥주,호프",,548,336,"서울 동작구 노들로2길 7 B동 지하1층 BB01, 02, 03, 04호",영업 중,0507-1307-2935,회식,https://tinyurl.com/256r5lc8,37.5143435,126.9390964
서울가든호텔 라스텔라,뷔페,,"2,090",348,서울 마포구 마포대로 58 서울가든호텔 1층,브레이크타임,0507-1448-7272,회식,https://tinyurl.com/277n3c3t,37.540838,126.9482894
술광장호프치킨,"맥주,호프",4.11,414,7,서울 동작구 흑석로 110-1 2층 술광장호프치킨,곧 영업 시작,02-817-4455,회식,https://tinyurl.com/26k4yhgk,37.5083453,126.9614466
소울한우 마포역본점,소고기구이,,"1,029",630,서울 마포구 삼개로 16 신관 1층,곧 영업 시작,0507-1448-0255,"회식, 가족모임",https://tinyurl.com/23cqjhrc,37.5393104,126.9474219
맥주광장,"맥주,호프",4.3,338,23,서울 용산구 새창로 213-17 맥주광장,,02-792-9997,회식,https://tinyurl.com/2dxtlqn4,37.530974,126.967965
조이펍,"맥주,호프",4.2,541,184,서울 마포구 토정로 314 1층 조이펍,영업 중,0507-1363-8233,회식,https://tinyurl.com/2cnk4ctg,37.5397285,126.9434909
마라돈왕주먹고기,"육류,고기요리",4.48,705,703,서울 용산구 한강대로17길 7,영업 중,02-794-2195,회식,https://tinyurl.com/2bdoeacx,37.5261433,126.9642866
월화식당,"육류,고기요리",,"1,982","1,772","서울 마포구 도화길 29 1, 2층",영업 중,0507-1410-7596,회식,https://tinyurl.com/25n3ow7m,37.5408671,126.9491679
청기와타운 마포점,"육류,고기요리",4.5,"2,112",818,서울 마포구 토정로 296 1층,곧 영업 시작,0507-1345-1508,회식,https://tinyurl.com/275pehpn,37.5407041,126.9421244
일품이촌,양갈비,,36,14,"서울 용산구 이촌로75길 10-5 지하1층, 지상1층",곧 영업 시작,0507-1334-8253,가족모임,https://tinyurl.com/22jsn29y,37.5202582,126.9745399
하나일식,일식당,4.59,132,35,서울 용산구 이촌로64길 61,영업 중,02-793-7733,가족모임,https://tinyurl.com/2bhqrd2k,37.5202575,126.9677156
솔낭구,한식,4.35,173,53,서울 용산구 이촌로77길 19 솔낭구,곧 영업 시작,02-794-1515,가족모임,https://tinyurl.com/29pgrmrm,37.5204104,126.9750943
갑을,한식,4.23,108,10,서울 용산구 이촌로77길 19 이촌종합상가,,02-795-6003,가족모임,https://tinyurl.com/294ups7d,37.5203742,126.9750331
일미스테이크부대찌개,"찌개,전골",4.33,253,48,서울 용산구 이촌로54길 13,영업 중,02-793-4754,가족모임,https://tinyurl.com/235o5gjc,37.5207481,126.9676555
도야집,돼지고기구이,4.76,"2,391","1,102",서울 용산구 한강대로52길 27,영업 중,0507-1335-8521,가족모임,https://tinyurl.com/2dbrdgkg,37.5318105,126.972636
진심,한식,,172,70,서울 용산구 이태원로 29 전쟁기념관 뮤지엄카페동 1층,오늘 휴무,0507-1388-5325,가족모임,https://tinyurl.com/2av328ka,37.5358778,126.9757645
누오바이탈리아,베이커리,,268,173,서울 용산구 이촌로 352 1층 101호,영업 중,070-8672-3078,가족모임,https://tinyurl.com/22rjbckp,37.5173888,126.9851878
정동진 삼계탕,한식,4.28,658,237,서울 동작구 만양로 85,영업 중,0507-1341-2559,가족모임,https://tinyurl.com/2cghnblg,37.5110332,126.9443624
뜯고기 신용산본점,한식,,236,94,서울 용산구 한강대로7길 30-16 1층,곧 영업 시작,0507-1343-1654,가족모임,https://tinyurl.com/2dg3txcb,37.5253594,126.9619305
모연 마포본점,소고기구이,,"1,004","5,830",서울 마포구 토정로 318 영우빌딩 1층 모연 마포본점,오늘 휴무,02-704-0770,가족모임,https://tinyurl.com/2xozmdgn,37.539509,126.9438139
신류 용산점,중식당,,603,"2,101",서울 용산구 한강대로 100 아모레퍼시픽 본사 지하 1층,곧 영업 시작,0507-1442-2011,가족모임,https://tinyurl.com/28hpssmk,37.5287428,126.9686934
샤브인서울 신용산본점,샤브샤브,,"1,007","1,838",서울 용산구 한강대로62길 61 1층,곧 영업 시작,0507-1498-0464,가족모임,https://tinyurl.com/2azlqje8,37.5321201,126.9735723
능동미나리,한식,,"1,835","5,549","서울 용산구 한강대로40길 28 1, 2층",영업 중,0507-1388-1035,가족모임,https://tinyurl.com/22sspus7,37.5300731,126.9708333
노량진할머니왕파전,한식,4.43,471,444,서울 동작구 만양로 90 2층,영업 중,02-812-4799,가족모임,https://tinyurl.com/2asvbx7t,37.5114475,126.9445249
더큐어링,양식,5.0,397,251,서울 동작구 서달로14길 12 2층 더 큐어링,영업 중,0507-1364-4912,"데이트, 회식, 가족모임",https://tinyurl.com/28d8epxg,37.5079392,126.963691
여덟아홉,요리주점,,263,188,서울 동작구 현충로 104 3층,영업 중,070-8822-1869,"데이트, 회식",https://tinyurl.com/27o6p4xz,37.507477,126.9650411
산바다집,요리주점,,63,65,서울 동작구 흑석로9길 9 지층,영업 중,0507-1480-7173,데이트,https://tinyurl.com/2dbd8lzx,37.5076269,126.9596301
필수,요리주점,,218,136,서울 동작구 현충로 104 골목길쪽 1 층,영업 중,0507-1315-2631,데이트,https://tinyurl.com/2dgzxser,37.5074469,126.9649862
샤뎅 중앙대점,요리주점,,151,27,서울 동작구 흑석로7길 5 지층 1층,영업 중,0507-1348-5534,"데이트, 회식",https://tinyurl.com/2c4vockd,37.507091,126.9581729
코리,요리주점,,114,68,서울 동작구 서달로14길 38 1층,영업 중,0507-1302-3672,데이트,https://tinyurl.com/2yza37ev,37.507335,126.9648467
"오늘,433",요리주점,,227,126,서울 동작구 서달로14길 34 1층,영업 중,0507-1345-6575,데이트,https://tinyurl.com/2bxd3j8u,37.5074354,126.9647823
사랑방,요리주점,4.91,138,163,서울 동작구 현충로 96-1 2층,영업 중,0507-1317-2824,"데이트, 가족모임",https://tinyurl.com/2y8xzqla,37.5079371,126.9643939
은행골 중대점,"초밥,롤",4.35,595,352,서울 동작구 흑석로 107,영업 중,02-858-4988,"데이트, 넓은, 혼밥, 가족모임",https://tinyurl.com/254kmy7p,37.508239,126.9610851
크런디,요리주점,,217,219,서울 동작구 흑석로 97 2층,영업 중,0507-1430-2144,데이트,https://tinyurl.com/22xocs5d,37.5076382,126.9603299
주주총회,생선회,4.32,401,343,서울 동작구 서달로14가길 9 1층,영업 중,0507-1386-6685,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/24dkedxk,37.5074565,126.9629949
액션커피,"카페,디저트",,146,98,서울 동작구 서달로15길 23 액션커피,영업 중,0507-1493-0610,데이트,https://tinyurl.com/25eu6fyd,37.5085756,126.9617526
터방내,카페,4.46,484,401,서울 동작구 흑석로 101-7,영업 중,02-813-4434,"데이트, 가족모임",https://tinyurl.com/2a3crxww,37.5080444,126.9608389
흑석동 키코,일식당,,160,105,서울 동작구 서달로14나길 17 1층,영업 중,0507-1335-9727,데이트,https://tinyurl.com/29q39k6b,37.5074069,126.9634666
타마타마하이볼,요리주점,,117,43,서울 동작구 현충로 100 1층,영업 중,0507-1393-0281,"데이트, 가족모임",https://tinyurl.com/25xb6hfu,37.5077051,126.9645488
박군하누,소고기구이,4.8,290,272,서울 동작구 서달로15길 23 1층,영업 중,0507-1375-1801,"데이트, 회식, 가족모임",https://tinyurl.com/26rbplxq,37.5085776,126.9619159
닥터로빈 흑석점,이탈리아음식,4.39,"1,890",453,"서울 동작구 현충로 124 1F, 2F",영업 중,02-3280-3103,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/2b8kz9b7,37.5061925,126.9671585
오붓당,술집,,32,16,서울 동작구 흑석로 109-2 3층,영업 중,0507-1324-0807,데이트,https://tinyurl.com/26nujrdu,37.5083992,126.9611703
레 헤베흐,바(BAR),,58,35,서울 동작구 흑석로 99 2층,영업 중,0507-1346-2107,데이트,https://tinyurl.com/24tfssqz,37.5076858,126.9604699
토크넌센스,"카페,디저트",,88,174,서울 동작구 흑석로8길 7 Talk nonsense,영업 중,0507-1405-8858,데이트,https://tinyurl.com/28almfmz,37.5068369,126.95967
커리야,인도음식,4.49,304,206,서울 동작구 흑석로 97-4 1층 커리야,영업 중,02-812-9991,"데이트, 넓은",https://tinyurl.com/23g5wwm6,37.5077495,126.9602996
안피자펍,피자,4.58,76,29,서울 동작구 흑석로 88 지하1층,영업 중,02-824-2788,"데이트, 회식",https://tinyurl.com/2b2hrrlb,37.507105,126.9594239
수목식당,국수,4.4,691,712,서울 동작구 서달로14나길 28,영업 중,02-816-3556,"데이트, 혼밥, 가족모임",https://tinyurl.com/2aevqxy2,37.5070587,126.9630382
엉터리생고기 흑석본점,"육류,고기요리",4.39,705,324,서울 동작구 서달로14나길 10,영업 중,02-814-3376,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/27dlcudk,37.5076902,126.9636513
홍콩반점0410 중앙대점,중식당,4.37,800,84,서울 동작구 흑석로 101-3 2층,영업 중,0507-1309-0417,"데이트, 혼밥",https://tinyurl.com/2akvru2s,37.5078605,126.9606949
봉추찜닭 중앙대점,찜닭,4.3,212,47,서울 동작구 흑석로 88,영업 중,02-6402-6981,"데이트, 넓은, 회식",https://tinyurl.com/2axcq2fj,37.5071256,126.9593697
사과나무왕돈까스,돈가스,4.33,452,108,서울 동작구 흑석로9길 7,영업 중,02-825-1831,"데이트, 혼밥",https://tinyurl.com/22fohkqc,37.5076174,126.9597783
치폴레옹 중앙대점,"스테이크,립",4.36,116,88,서울 동작구 흑석로 101-5 1층,영업 중,02-3280-0078,데이트,https://tinyurl.com/23kffgey,37.5079497,126.9607346
재일양꼬치 흑석점,양꼬치,4.11,65,47,서울 동작구 서달로14길 24 1층,영업 중,02-825-3298,데이트,https://tinyurl.com/27jecde5,37.5077817,126.964265
본도시락 중앙대점,"도시락,컵밥",4.29,124,13,서울 동작구 흑석로 81-4,영업 중,02-824-4282,데이트,https://tinyurl.com/2d6ksuvk,37.5072014,126.958676
성민양꼬치 중대점,양꼬치,4.47,452,185,서울 동작구 서달로14나길 9,영업 중,0507-1390-8522,"데이트, 넓은, 회식",https://tinyurl.com/2bsyjf46,37.5075987,126.9636795
프랑세즈,베이커리,4.6,"2,004",300,서울 동작구 현충로 96,영업 중,0507-1349-5265,"데이트, 가족모임",https://tinyurl.com/2crkp3sy,37.5079483,126.9642991
"곰팔이생고기,돼지갈비",한식,,124,127,"서울 동작구 서달로15길 7 (흑석동) 곰팔이생고기,돼지갈비",영업 중,02-813-0822,"데이트, 넓은, 회식, 가족모임",https://tinyurl.com/2b964xqs,37.5082674,126.9627012
해랑 중대점,일식당,4.0,92,61,서울 동작구 흑석로 114 2층,영업 중,02-814-1400,데이트,https://tinyurl.com/2cdyp69z,37.5085229,126.9615405
카페비온후,"카페,디저트",4.27,77,5,서울 동작구 현충로 115 명수대상가 1층 카페 비온후,영업 중,02-825-7743,데이트,https://tinyurl.com/2ajy62om,37.5074193,126.966402
나귀와플라타너스,카페,4.47,30,47,서울 동작구 흑석로 101-3 3층,영업 중,02-815-0915,데이트,https://tinyurl.com/239vslj5,37.5078276,126.9607198
양쉐프,닭요리,4.62,111,81,서울 동작구 흑석로 85 지하 1층,영업 중,0507-1345-8251,데이트,https://tinyurl.com/26adwyyl,37.5073063,126.9591036
준호네부대찌개,"찌개,전골",4.31,109,78,서울 동작구 흑석로13마길 61,영업 중,02-6083-8247,데이트,https://tinyurl.com/2xjc4rrr,37.5074475,126.9589197
하노이별,베트남음식,4.55,203,114,서울 동작구 흑석로 81-5,영업 중,02-3280-7470,데이트,https://tinyurl.com/243w48an,37.5071661,126.958543
피자보이시나 중앙대본점,피자,4.68,231,128,서울 동작구 흑석로9길 6,영업 중,0507-1331-6564,데이트,https://tinyurl.com/23n8exu6,37.5077045,126.9598695
유정쌈밥,쌈밥,4.24,222,90,서울 동작구 서달로13길 5-14,영업 중,02-816-0338,"데이트, 회식",https://tinyurl.com/2chpcz3t,37.5079853,126.9620863
장독대,요리주점,4.57,"1,304",231,서울 동작구 흑석로 112 중앙타워빌 3층 302호,영업 중,02-824-0709,"데이트, 회식",https://tinyurl.com/26czn9e2,37.5083644,126.9616289
큰솥설렁탕,"곰탕,설렁탕",4.27,"1,443",27,서울 동작구 흑석로 102 중앙대학교병원,,02-822-6687,"데이트, 넓은, 혼밥, 회식",https://tinyurl.com/29nyg9tt,37.5070511,126.9608154
핵밥 중앙대점,덮밥,,"1,157","1,013",서울 동작구 흑석로 91 2층,영업 중,0507-1350-2342,"데이트, 넓은, 혼밥, 회식, 가족모임",https://tinyurl.com/257rpdqd,37.5074209,126.9597493
재팔이네닭발,닭발,4.66,311,217,서울 동작구 서달로14길 34,영업 중,0507-1381-7541,데이트,https://tinyurl.com/28peor99,37.5074716,126.9647348
흑석동 알프스,요리주점,4.63,177,119,서울 동작구 서달로14길 24-1,영업 중,0507-1308-9388,데이트,https://tinyurl.com/2yxv4pda,37.5077224,126.9643267
바야흐로,요리주점,4.13,104,80,서울 동작구 현충로 102 1층,영업 전,070-7755-2889,데이트,https://tinyurl.com/2cyfq78f,37.5074357,126.9650364
르미야,양식,4.43,"1,534",723,서울 용산구 이촌로77길 19 1층 르미야,영업 중,02-797-9135,데이트,https://tinyurl.com/2cjd4v7u,37.5205539,126.9751716
신사펍 이수,"맥주,호프",4.43,605,548,서울 동작구 동작대로 129 이호빌딩 4층,영업 중,0507-1368-1571,데이트,https://tinyurl.com/2ybz9apa,37.4882918,126.9818829
뚜스뚜스 흑석역점,브런치,4.34,"3,610",387,서울 동작구 현충로 75 원불교기념관 1층,영업 중,0507-1426-9027,"넓은, 회식",https://tinyurl.com/273w6jrm,37.5095056,126.9636706
백소정 중앙대점,일식당,4.82,"1,601",285,서울 동작구 흑석로9길 2 2층,영업 중,0507-1421-6221,"넓은, 혼밥, 가족모임",https://tinyurl.com/2bfypyfg,37.5076227,126.9601393
양궈푸마라탕 중앙대점,마라탕,,"1,076",36,서울 동작구 흑석로9길 4 1층,영업 중,0507-1375-9779,"넓은, 혼밥, 회식",https://tinyurl.com/282jhrte,37.5076553,126.9599525
45년의정부부대찌개,45년의정부부대찌개,4.32,329,23,서울 동작구 흑석로 94,,02-821-9555,"넓은, 회식",https://tinyurl.com/2a6fgh5f,37.5073333,126.9600595
한쿡,"순대,순댓국",4.25,685,23,서울 동작구 흑석로 102,,02-6166-7979,"넓은, 혼밥",https://tinyurl.com/2973d9fs,37.5067481,126.9607839
소담,한식,3.98,461,10,"서울 동작구 흑석로 102 지하1층 B105호(흑석동,중앙대병원)",영업 중,02-822-1456,"넓은, 혼밥",https://tinyurl.com/27tcdgqd,37.5067481,126.9607839
내가찜한닭 중앙대점,찜닭,4.42,409,53,서울 동작구 흑석로 87 2층 내가찜한닭,영업 중,0507-1385-4400,"넓은, 회식",https://tinyurl.com/27tt6tgw,37.5073095,126.9593021
안동장,중식당,4.23,"1,534",130,서울 동작구 흑석로 105-1,영업 중,02-813-0572,"넓은, 회식, 가족모임",https://tinyurl.com/2bfuuugg,37.5081917,126.961
Poke all day 포케&샐러드 중앙대점,"다이어트,샐러드",,388,35,서울 동작구 흑석로 111 2층,영업 중,0507-1496-0635,"넓은, 혼밥",https://tinyurl.com/23j9zlnn,37.5085327,126.96123
밥은화 중앙대점,한식,4.71,581,26,서울 동작구 흑석로8길 9 1층,영업 중,02-3280-6470,"넓은, 혼밥",https://tinyurl.com/2y9rmufc,37.506767,126.9597005
롯데리아 중앙대점,햄버거,4.34,"1,717",25,서울 동작구 흑석로 110-1,영업 중,02-817-3200,"넓은, 혼밥, 회식",https://tinyurl.com/276fe5lg,37.5083234,126.9614041
하루일식,일식당,3.99,139,25,서울 동작구 흑석로 110 중앙프라쟈 지하1층,영업 중,,"넓은, 회식",https://tinyurl.com/284bxe2d,37.5081578,126.9613986
구름산추어탕 중앙대병원점,추어탕,4.28,"1,009",21,서울 동작구 흑석로 102 중앙대병원 지하 1층,,02-812-8122,"넓은, 혼밥, 회식",https://tinyurl.com/23ze8vzo,37.5071001,126.9608443
거구장,한식,4.36,714,57,서울 동작구 흑석로 101-7 1층 거구장,영업 중,02-815-4725,"넓은, 회식, 가족모임",https://tinyurl.com/2daqqo6b,37.5080574,126.9607549
큰맘할매순대국 흑석동점,"순대,순댓국",4.18,"1,225",28,서울 동작구 서달로 167 1층,24시간 영업,02-823-8003,"넓은, 혼밥",https://tinyurl.com/273y8cyk,37.5080562,126.9628205
엉터리 무한대패 중앙대점,"육류,고기요리",,86,77,"서울 동작구 흑석로11길 4 지하1, 지상1층",영업 중,0507-1469-8977,"넓은, 회식, 가족모임",https://tinyurl.com/2d27snml,37.5079021,126.9605357
맥도날드 중앙대점,햄버거,4.47,"3,049",90,"서울 동작구 흑석로 84 다길 14,",영업 중,02-6332-1500,"넓은, 혼밥",https://tinyurl.com/29hkta6p,37.5061869,126.9588549
미족현,"족발,보쌈",,430,85,서울 동작구 흑석로 112 2층 202호 미족현,영업 중,0507-1441-0539,"넓은, 회식, 가족모임",https://tinyurl.com/2d5myh9h,37.5084394,126.9615463
평강삼계탕 중앙대점,"백숙,삼계탕",,192,37,서울 동작구 서달로 166,영업 중,0507-1406-3380,넓은,https://tinyurl.com/2ayppb75,37.507885,126.9629234
북촌순두부&쭈꾸미,한식,4.26,307,30,서울 동작구 흑석로 84 약학대학 102관 지하1층 112호,,,넓은,https://tinyurl.com/22k4hs2b,37.5063466,126.9591211
교촌치킨 흑석1호점,"치킨,닭강정",4.14,603,20,"서울 동작구 흑석로 116 1층,2층",영업 중,050-7982-3071,"넓은, 회식",https://tinyurl.com/25aa3qo6,37.5087132,126.9616814
청기와뼈다귀해장국 등촌샤브칼국수,해장국,4.2,258,72,서울 동작구 흑석로 94 1층,영업 중,0507-1365-3969,"넓은, 회식, 가족모임",https://tinyurl.com/245j5v3h,37.5072661,126.9598849
이태리부대찌개 중앙대점,"찌개,전골",,228,24,서울 동작구 서달로 157 1층(흑석동),영업 중,02-6956-6578,"넓은, 회식",https://tinyurl.com/27lfzv9f,37.5075999,126.9617156
연안족발 서울점,"족발,보쌈",,443,58,서울 동작구 서달로15길 7 연안족발,오늘 휴무,0507-1333-8385,"넓은, 회식, 가족모임",https://tinyurl.com/26ufba2a,37.5082448,126.9627
슬로우캘리 중앙대점,"다이어트,샐러드",,990,105,서울 동작구 흑석로 114 1층,영업 중,0507-1303-6514,"넓은, 혼밥",https://tinyurl.com/25zxp42u,37.5085068,126.9615145
중앙대학생식당,한식,,191,,서울 동작구 흑석로 84,,02-820-6350,"넓은, 혼밥",https://tinyurl.com/26jah63n,37.5048875,126.9573779
신룽푸마라탕 중앙대점,마라탕,4.33,889,49,서울 동작구 흑석로 81 2층,영업 중,0507-1485-8253,"넓은, 혼밥",https://tinyurl.com/2cgqz4eq,37.5070539,126.9585982
더진국수육국밥 중앙대점,국밥,4.5,449,42,서울 동작구 흑석로 83-1,24시간 영업,02-815-2229,"넓은, 혼밥",https://tinyurl.com/26xfyoqc,37.5072199,126.9588745
준호네즉석떡볶이 본점,종합분식,4.47,456,121,서울 동작구 흑석로 83-1,영업 중,070-8771-8249,넓은,https://tinyurl.com/236s9whl,37.5072158,126.9588596
고기싸롱 중앙대점,"육류,고기요리",4.58,523,38,서울 동작구 흑석로 106-5 2층,영업 중,02-812-1418,"넓은, 회식",https://tinyurl.com/2ypgyw72,37.5078976,126.9614485
유미카츠 중앙대점,돈가스,,515,71,서울 동작구 흑석로9길 10 1층 유미카츠 중앙대점,영업 중,0507-1479-3387,"넓은, 혼밥",https://tinyurl.com/24pv5bmz,37.5077562,126.9597481
황토정 숯불갈비,한식,,678,47,서울 동작구 서달로13길 5-23,영업 중,02-814-4467,"넓은, 회식, 가족모임",https://tinyurl.com/28yw6olo,37.5077116,126.9618749
본죽&비빔밥cafe 중앙대점,죽,4.39,937,16,서울 동작구 흑석로 91,영업 중,0507-1404-8970,"넓은, 혼밥",https://tinyurl.com/235pusbe,37.5074054,126.959784
술광장호프치킨,"맥주,호프",4.11,414,7,서울 동작구 흑석로 110-1 2층 술광장호프치킨,영업 중,02-817-4455,"넓은, 회식",https://tinyurl.com/26k4yhgk,37.5083453,126.9614466
원미에프엔에스 중앙대308관,한식,,408,,서울 동작구 흑석로 84,,,"넓은, 혼밥",https://tinyurl.com/2dxobodv,37.5048875,126.9573779
순대나라,"순대,순댓국",4.32,984,159,서울 동작구 서달로12가길 5,영업 중,02-815-0937,"넓은, 혼밥, 가족모임",https://tinyurl.com/2cneraka,37.5066155,126.9626948
사이공파크,베트남음식,,386,61,서울 동작구 현충로 52 아크로리버하임 102동 상가 1층 사이공파크,영업 중,0507-1346-4504,넓은,https://tinyurl.com/24p2slhj,37.509147,126.9616273
1847베이글&브런치카페 중앙대학교점,브런치,,47,12,서울 동작구 흑석로 84,,,넓은,https://tinyurl.com/24shyf4f,37.5049279,126.9558653
310쌀국수,베트남음식,4.46,181,15,서울 동작구 흑석로 84 중앙대학교(후문) 310관 지하 4층 409호,영업 중,0507-1313-7439,"넓은, 혼밥",https://tinyurl.com/28s45l8a,37.5043273,126.9568099
BHC치킨 중앙대점,"치킨,닭강정",4.53,252,17,서울 동작구 흑석로 79,영업 중,02-6010-6471,"넓은, 회식",https://tinyurl.com/28l8ryyz,37.5070384,126.9584326
영스낵,종합분식,4.12,716,1,서울 동작구 흑석로 102,,02-6298-4079,혼밥,https://tinyurl.com/2xtp6w5j,37.5070843,126.9608295
홍당무 분식,종합분식,4.64,334,8,서울 동작구 흑석로 84 중앙대학교 102관 B1,영업 중,02-815-0701,혼밥,https://tinyurl.com/28yzytj8,37.5048875,126.9573779
미소야 중앙대점,돈가스,4.16,346,30,서울 동작구 흑석로 111,영업 중,02-823-7304,혼밥,https://tinyurl.com/27x89rzf,37.508516,126.961273
포마토김밥 중앙대점,분식,4.3,537,28,서울 동작구 흑석로 90 포마토김밥 중앙대점,영업 중,02-815-8245,혼밥,https://tinyurl.com/2yepcnav,37.5071741,126.9596773
김밥천국 중앙대점,분식,4.17,972,8,서울 동작구 흑석로 101,영업 중,02-815-6357,혼밥,https://tinyurl.com/26439weg,37.5077613,126.9606501
한창희천하일면 중앙대점,국수,4.55,178,43,서울 동작구 서달로12나길 2 1층,영업 중,0507-1347-4956,혼밥,https://tinyurl.com/2czpho3h,37.5067768,126.9630287
행복은간장밥 중앙대점,한식,4.59,264,23,서울 동작구 흑석로9길 6 1층 행복은간장밥,영업 중,0507-1428-0457,혼밥,https://tinyurl.com/27tekeww,37.5077242,126.9598155
아스카 라멘,일본식라면,,122,102,서울 동작구 흑석로 88 102호,영업 중,0507-1346-6804,혼밥,https://tinyurl.com/26jzucfg,37.5071469,126.9594165
죽이야기 서울 중앙대병원점,죽,4.25,609,8,서울 동작구 흑석로 102 중앙대학교병원 지하 1층 식당가,영업 중,02-813-6288,혼밥,https://tinyurl.com/26tseq94,37.5070721,126.9608847
맘스터치 중앙대점,햄버거,4.44,"1,347",18,서울 동작구 흑석로 99,영업 중,02-3280-3999,혼밥,https://tinyurl.com/2ypvhjk3,37.5076592,126.960473
써브웨이 중앙대점,샌드위치,4.45,938,29,서울 동작구 흑석로 79,영업 중,02-815-6429,혼밥,https://tinyurl.com/2ctubs24,37.5070104,126.9584791
신전떡볶이 중앙대점,분식,4.52,794,58,서울 동작구 흑석로 101-1 2층 신전떡볶이 중앙대점,영업 중,010-9566-1867,혼밥,https://tinyurl.com/2d8ufm5n,37.5078227,126.960655
기꾸스시,일식당,,361,86,서울 동작구 흑석로 90,영업 중,02-3280-7111,혼밥,https://tinyurl.com/2copjl5a,37.5072378,126.9597116
하꼬멘 중대점,일본식라면,4.47,97,41,서울 동작구 흑석로9길 15,영업 중,02-812-0455,혼밥,https://tinyurl.com/2bop94bw,37.5077166,126.9592786
나라비우동,"우동,소바",3.97,208,3,서울 동작구 흑석로 102,영업 중,02-6299-1300,혼밥,https://tinyurl.com/29ty3kh5,37.5070566,126.960924
김가네 중앙대점,분식,4.19,447,,서울 동작구 서달로 150 이랜드 해가든 105호,영업 중,0507-1336-5625,혼밥,https://tinyurl.com/22ncvwvh,37.5068636,126.9622581
가이오국수 중앙대점,국수,,325,41,서울 동작구 서달로14길 8 1층,영업 중,02-3280-2925,혼밥,https://tinyurl.com/2b7kd3bj,37.5078839,126.963434
치즈밥 있슈 중대점,퓨전음식,,87,29,서울 동작구 흑석로9길 15 지층 치즈밥있슈 중대점,,02-815-3448,혼밥,https://tinyurl.com/28fo7ocq,37.5076984,126.9592544
중앙대참슬기,한식,4.04,148,1,서울 동작구 흑석로 84,,02-881-7393,혼밥,https://tinyurl.com/2bg6b3s9,37.5048875,126.9573779
수미락,한식,4.42,260,15,서울 동작구 현충로 96-1,오늘 휴무,02-824-1130,혼밥,https://tinyurl.com/23cmk7so,37.507866,126.9643089
라이스&포테이토,종합분식,4.51,369,188,서울 동작구 흑석로 83,영업 중,02-6497-5949,혼밥,https://tinyurl.com/2av65cmu,37.5071549,126.9587993
이삭토스트 중앙대점,토스트,4.56,"1,540",17,서울 동작구 흑석로 101,영업 중,02-3280-0059,혼밥,https://tinyurl.com/2bwfuenn,37.5077279,126.960599
유유초밥,"초밥,롤",,186,36,서울 동작구 서달로 151 유유초밥,영업 중,010-5244-9270,혼밥,https://tinyurl.com/29coh9lo,37.5070485,126.9615759
